Order,Family,Genus,Species
Coleoptera,Curculionidae,Sibariops,NA
Lepidoptera,Limacodidae,Sibine,NA
Coleoptera,Curculionidae,Sibinia,albiduloides
Coleoptera,Curculionidae,Sibinia,albovittata
Coleoptera,Curculionidae,Sibinia,arenariae
Coleoptera,Curculionidae,Sibinia,aspersa
Coleoptera,Curculionidae,Sibinia,aureofulva
Coleoptera,Curculionidae,Sibinia,azteca
Coleoptera,Curculionidae,Sibinia,bipunctata
Coleoptera,Curculionidae,Sibinia,conferta
Coleoptera,Curculionidae,Sibinia,dissipata
Coleoptera,Curculionidae,Sibinia,grypa
Coleoptera,Curculionidae,Sibinia,inornata
Coleoptera,Curculionidae,Sibinia,phalerata
Coleoptera,Curculionidae,Sibinia,pulcherrima
Coleoptera,Curculionidae,Sibinia,NA
Coleoptera,Curculionidae,Sibinia,stricticomula
Coleoptera,Curculionidae,Sibinia,tessellata
Hemiptera,Cicadellidae,Sibovia,NA
Coleoptera,Chrysomelidae,Silana,farinosa
Diptera,Lonchaeidae,Silba,NA
Diptera,Lonchaeidae,Silba,virescens
Hemiptera,Diaspididae,Silvestraspis,NA
Hemiptera,Diaspididae,Silvestraspis,uberifera
Hemiptera,Aleyrodidae,Singhiella,pallida
Hemiptera,Aleyrodidae,Singhiella,NA
Hemiptera,Aphididae,Sinomegoura,citricola
Coleoptera,Bostrichidae,Sinoxylon,anale
Coleoptera,Bostrichidae,Sinoxylon,conigerum
Coleoptera,Bostrichidae,Sinoxylon,crassum
Coleoptera,Bostrichidae,Sinoxylon,japonicum
Coleoptera,Bostrichidae,Sinoxylon,perforans
Coleoptera,Bostrichidae,Sinoxylon,NA
Coleoptera,Bostrichidae,Sinoxylon,unidentatum
Coleoptera,Curculionidae,Sipalinus,gigas
Coleoptera,Curculionidae,Sipalinus,NA
Hemiptera,Aphididae,Sipha,maydis
Hemiptera,Aphididae,Sipha,NA
Hemiptera,Flatidae,Siphanta,acuta
Hemiptera,Flatidae,Siphanta,NA
Hymenoptera,Siricidae,Sirex,noctilio
Hymenoptera,Siricidae,Sirex,NA
Hymenoptera,Siricidae,NA,NA
Hemiptera,Rhyparochromidae,Sisamnes,NA
Hemiptera,Aphididae,Sitobion,fragariae
Hemiptera,Aphididae,Sitobion,luteum
Hemiptera,Aphididae,Sitobion,NA
Lepidoptera,Crambidae,Sitochroa,palealis
Coleoptera,Curculionidae,Sitona,callosus
Coleoptera,Curculionidae,Sitona,crinitus
Coleoptera,Curculionidae,Sitona,discoideus
Coleoptera,Curculionidae,Sitona,humeralis
Coleoptera,Curculionidae,Sitona,lividipes
Coleoptera,Curculionidae,Sitona,NA
Lepidoptera,Gelechiidae,Sitotroga,NA
Hemiptera,Miridae,Sixeonotus,NA
Coleoptera,Curculionidae,Smicronyx,NA
Lepidoptera,Nymphalidae,Smyrna,blomfildia
Hemiptera,Delphacidae,Sogatella,NA
Coleoptera,Curculionidae,Solaria,curtula
Coleoptera,Curculionidae,Solaria,NA
Hymenoptera,Formicidae,Solenopsis,NA
Hymenoptera,Formicidae,Solenopsis,invicta
Hymenoptera,Formicidae,Solenopsis,richteri
Coleoptera,Cerambycidae,Solenoptera,bilineata
Coleoptera,Cerambycidae,Solenoptera,canaliculata
Coleoptera,Cerambycidae,Sophronica,NA
Coleoptera,Curculionidae,Sophrorhinus,insperatus
Coleoptera,Curculionidae,Sophrorhinus,quadricristatus
Coleoptera,Curculionidae,Sophrorhinus,NA
Hemiptera,Miridae,Spanagonicus,aricanus
Hemiptera,Miridae,Spanagonicus,NA
Lepidoptera,Tortricidae,Sparganothis,NA
Hemiptera,Coreidae,Spartocera,NA
Hemiptera,Coreidae,Spathocera,NA
Coleoptera,Chrysomelidae,Speciomerus,revoili
Coleoptera,Chrysomelidae,Specularius,impressithorax
Lepidoptera,Tortricidae,Sperchia,intractana
Coleoptera,Chrysomelidae,Spermophagus,albosparsus
Coleoptera,Chrysomelidae,Spermophagus,NA
Hymenoptera,Argidae,Sphacophilus,NA
Hemiptera,Scutelleridae,Sphaerocoris,annulus
Hemiptera,Scutelleridae,Sphaerocoris,testudogriseus
Coleoptera,Chrysomelidae,Sphaeroderma,NA
Hymenoptera,Halictidae,Sphecodes,NA
Lepidoptera,Pterophoridae,Sphenarches,NA
Coleoptera,Curculionidae,Sphenophorus,brutus
Coleoptera,Curculionidae,Sphenophorus,incurrens
Coleoptera,Curculionidae,Sphenophorus,quadrivittatus
Coleoptera,Curculionidae,Sphenophorus,NA
Coleoptera,Curculionidae,Sphenophorus,sulcifrons
Coleoptera,Buprestidae,Sphenoptera,NA
Hemiptera,Coreidae,Sphictyrtus,chrysis
Hemiptera,Coreidae,Sphictyrtus,NA
Lepidoptera,Sphingidae,NA,NA
Lepidoptera,Sphingidae,Sphinx,NA
Hemiptera,Rhyparochromidae,Sphragisticus,NA
Hemiptera,Scutelleridae,Sphyrocoris,NA
Hemiptera,Pseudococcidae,Spilococcus,pacificus
Hemiptera,Pseudococcidae,Spilococcus,NA
Lepidoptera,Erebidae,Spilosoma,NA
Hemiptera,Lygaeidae,Spilostethus,pandurus
Hemiptera,Lygaeidae,Spilostethus,NA
Hemiptera,Pseudococcidae,Spinococcus,NA
Coleoptera,Chrysomelidae,Spintherophyta,NA
Hemiptera,Membracidae,Spissistilus,NA
Lepidoptera,Noctuidae,Spodoptera,abyssinia
Lepidoptera,Noctuidae,Spodoptera,androgea
Lepidoptera,Noctuidae,Spodoptera,cilium
Lepidoptera,Noctuidae,Spodoptera,cosmioides
Lepidoptera,Noctuidae,Spodoptera,littoralis
Lepidoptera,Noctuidae,Spodoptera,litura
Lepidoptera,Noctuidae,Spodoptera,marima
Lepidoptera,Noctuidae,Spodoptera,ochrea
Lepidoptera,Noctuidae,Spodoptera,picta
Lepidoptera,Noctuidae,Spodoptera,NA
Lepidoptera,Noctuidae,Spragueia,NA
Coleoptera,Brentidae,Squamapion,NA
Hemiptera,Pentatomidae,Stagonomus,bipunctatus
Hemiptera,Pentatomidae,Stagonomus,pusillus
Hemiptera,Pentatomidae,Stagonomus,NA
Hemiptera,Pentatomidae,Staria,lunata
Coleoptera,Curculionidae,Staseas,NA
Lepidoptera,Oecophoridae,Stathmopoda,NA
Coleoptera,Chrysomelidae,Stator,bixae
Coleoptera,Chrysomelidae,Stator,generalis
Coleoptera,Chrysomelidae,Stator,mexicanus
Coleoptera,Chrysomelidae,Stator,NA
Lepidoptera,Notodontidae,Stauropus,fagi
Hemiptera,Margarodidae,Steatococcus,samaraius
Hemiptera,Margarodidae,Steatococcus,NA
Coleoptera,Cerambycidae,Steirastoma,albiceps
Coleoptera,Cerambycidae,Steirastoma,marmorata
Coleoptera,Cerambycidae,Steirastoma,NA
Coleoptera,Cerambycidae,Stenhomalus,NA
Coleoptera,Chrysomelidae,Stenispa,NA
Coleoptera,Curculionidae,Stenocarus,cardui
Coleoptera,Curculionidae,Stenocarus,fuliginosus
Hemiptera,Alydidae,Stenocoris,NA
Hemiptera,Delphacidae,Stenocranus,NA
Coleoptera,Scarabaeidae,Stenocrates,NA
Hemiptera,Miridae,Stenodema,calcaratum
Hemiptera,Miridae,Stenodema,guatemalana
Hemiptera,Miridae,Stenodema,laevigatum
Hemiptera,Miridae,Stenodema,NA
Hemiptera,Delphacidae,Stenokelisia,angusta
Lepidoptera,Elachistidae,Stenoma,catenifer
Lepidoptera,Elachistidae,Stenoma,NA
Coleoptera,Curculionidae,Stenomimus,NA
Coleoptera,Curculionidae,Stenommatus,NA
Coleoptera,Chrysomelidae,Stenopodius,NA
Coleoptera,Apionidae,Stenopterapion,tenue
Lepidoptera,Pterophoridae,Stenoptilia,NA
Coleoptera,Curculionidae,Stenoscelis,parallela
Coleoptera,Curculionidae,Stenoscelis,NA
Coleoptera,Cerambycidae,Stenosphenus,rufipes
Coleoptera,Cerambycidae,Stenosphenus,NA
Hemiptera,Pentatomidae,Stenozygum,coloratum
Hemiptera,Pentatomidae,Stenozygum,NA
Hemiptera,Tingidae,Stephanitis,pyri
Hemiptera,Tingidae,Stephanitis,NA
Hemiptera,Tingidae,Stephanitis,typica
Coleoptera,Bostrichidae,Stephanopachys,quadricollis
Coleoptera,Bostrichidae,Stephanopachys,NA
Coleoptera,Tenebrionidae,Steriphanus,NA
Coleoptera,Curculionidae,Sternechus,pinguis
Coleoptera,Curculionidae,Sternochetus,frigidus
Coleoptera,Curculionidae,Sternochetus,mangiferae
Coleoptera,Curculionidae,Sternochetus,olivieri
Coleoptera,Curculionidae,Sternochetus,NA
Coleoptera,Curculionidae,Sternocoelus,erubescens
Coleoptera,Curculionidae,Sternocoelus,NA
Hemiptera,Scutelleridae,Stethaulax,NA
Coleoptera,Curculionidae,Stethobaris,NA
Hemiptera,Miridae,Sthenaridea,carmelitana
Hemiptera,Miridae,Sthenaridea,maldonadoi
Hemiptera,Miridae,Sthenaridea,NA
Hemiptera,Miridae,Sthenaridea,vulgaris
Hemiptera,Membracidae,Stictocephala,NA
Hemiptera,Pentatomidae,Stictochilus,tripunctatus
Hemiptera,Stictococcidae,NA,NA
Hemiptera,Stictococcidae,Stictococcus,formicarius
Hemiptera,Stictococcidae,Stictococcus,intermedius
Hemiptera,Stictococcidae,Stictococcus,sjostedti
Hemiptera,Stictococcidae,Stictococcus,NA
Hemiptera,Membracidae,Stictolobus,minor
Hemiptera,Rhopalidae,Stictopleurus,abutilon
Hemiptera,Rhopalidae,Stictopleurus,crassicornis
Hemiptera,Rhopalidae,Stictopleurus,punctatonervosus
Hemiptera,Rhopalidae,Stictopleurus,NA
Hemiptera,Rhyparochromidae,Stigmatonotum,geniculatum
Coleoptera,Chrysomelidae,Stilodes,NA
Coleoptera,Chrysomelidae,Stolas,punicea
Coleoptera,Chrysomelidae,Stolas,NA
Hemiptera,Pentatomidae,Stollia,NA
Diptera,Muscidae,Stomoxys,NA
Coleoptera,Chrysomelidae,Strabala,NA
Hemiptera,Cicadellidae,Stragania,NA
Coleoptera,Scarabaeidae,Strategus,NA
Lepidoptera,Tortricidae,Strepsicrates,ejectana
Lepidoptera,Tortricidae,Strepsicrates,macropetana
Lepidoptera,Tortricidae,Strepsicrates,NA
Hemiptera,Membracidae,Strictocephala,NA
Coleoptera,Scarabaeidae,Strigoderma,mexicana
Coleoptera,Scarabaeidae,Strigoderma,micans
Coleoptera,Scarabaeidae,Strigoderma,presidii
Coleoptera,Scarabaeidae,Strigoderma,NA
Hemiptera,Diaspididae,Stringaspidiotus,curculiginis
Hemiptera,Diaspididae,Stringaspidiotus,NA
Coleoptera,Cerambycidae,Stromatium,barbatum
Coleoptera,Cerambycidae,Stromatium,NA
Coleoptera,Cerambycidae,Strongylaspis,corticarius
Coleoptera,Curculionidae,Strophomorphus,brunneus
Coleoptera,Curculionidae,Strophomorphus,porcellus
Coleoptera,Curculionidae,Strophosoma,capitatum
Coleoptera,Curculionidae,Strophosoma,NA
Lepidoptera,Lycaenidae,Strymon,NA
Lepidoptera,Lycaenidae,Strymon,basilides complex
Hemiptera,Rhyparochromidae,Stygnocoris,pygmaeus
Coleoptera,Coccinellidae,Subcoccinella,vigintiquatuorpunctata
Coleoptera,Cerambycidae,Sybra,NA
Coleoptera,Chrysomelidae,Symbrotica,mexicana
Lepidoptera,Gelechiidae,Symmetrischema,NA
Hemiptera,Scutelleridae,Symphylus,deplanatus
Hemiptera,Scutelleridae,Symphylus,NA
Lepidoptera,Crambidae,Symphysa,amoenalis
Lepidoptera,Sesiidae,Synanthedon,myopaeformis
Lepidoptera,Sesiidae,Synanthedon,NA
Lepidoptera,Geometridae,Synchlora,NA
Lepidoptera,Gelechiidae,Syncopacma,NA
Hymenoptera,Cynipidae,Synergus,NA
Lepidoptera,Noctuidae,Syngrapha,NA
Coleoptera,Chrysomelidae,Syphraea,NA
Coleoptera,Chrysomelidae,Syphrea,NA
Hemiptera,Miridae,Sysinas,affinis
Lepidoptera,Saturniidae,Syssphinx,colla
Coleoptera,Curculionidae,Systates,NA
Coleoptera,Chrysomelidae,Systena,s-littera
Coleoptera,Chrysomelidae,Systena,NA
Hymenoptera,Eurytomidae,Systole,NA
Coleoptera,Erirhinidae,Tadius,NA
Hemiptera,Miridae,Taedia,NA
Coleoptera,Brentidae,Taeniapion,urticarium
Coleoptera,Cerambycidae,Taeniotes,scalatus
Coleoptera,Cerambycidae,Taeniotes,NA
Hemiptera,Delphacidae,Tagosodes,NA
Hemiptera,Coccidae,Taiwansaissetia,formicarii
Lepidoptera,Tortricidae,Talponia,batesi
Lepidoptera,Tortricidae,Talponia,NA
Coleoptera,Chrysomelidae,Talurus,NA
Lepidoptera,Noctuidae,Tandilia,NA
Coleoptera,Curculionidae,Tanymecus,NA
Coleoptera,Curculionidae,Tanyrhynchus,NA
Hemiptera,Cicadellidae,Tapajosa,spinata
Coleoptera,Buprestidae,Taphrocerus,NA
Hemiptera,Rhyparochromidae,Taphropeltus,contractus
Hemiptera,Rhyparochromidae,Taphropeltus,NA
Coleoptera,Curculionidae,Taphrorychus,NA
Coleoptera,Chrysomelidae,Tapinaspis,NA
Coleoptera,Chrysomelidae,Tapinaspis,wesmaeli
Hemiptera,Diaspididae,Targionia,parayuccarum
Hemiptera,Diaspididae,Targionia,NA
Hemiptera,Delphacidae,Tarophagus,colocasiae
Hemiptera,Delphacidae,Tarophagus,proserpina
Lepidoptera,Nymphalidae,Taygetis,laches
Hemiptera,Miridae,Taylorilygus,NA
Lepidoptera,Choreutidae,Tebenna,micalis
Lepidoptera,Gelechiidae,Tecia,solanivora
Lepidoptera,Incurvariidae,Tegeticula,NA
Hemiptera,Cicadellidae,Teleogonia,arcuata
Hemiptera,Tingidae,Teleonemia,prolixa
Hemiptera,Tingidae,Teleonemia,NA
Hemiptera,Rhyparochromidae,Tempyra,NA
Hymenoptera,Tenthredinidae,Tenthredo,NA
Coleoptera,Tenebrionidae,Tentyria,NA
Hemiptera,Pentatomidae,Tepa,NA
Diptera,Tephritidae,Tephritis,arnicae
Diptera,Tephritidae,Tephritis,NA
Lepidoptera,Crambidae,Terastia,NA
Hemiptera,Tessaratomidae,Tessaratoma,papillosa
Hemiptera,Tessaratomidae,Tessaratoma,NA
Hemiptera,Tessaratomidae,NA,NA
Coleoptera,Curculionidae,Tesserocerus,NA
Coleoptera,Chrysomelidae,Tetragonotes,NA
Hemiptera,Aleyrodidae,Tetraleurodes,andropogoni
Hemiptera,Aleyrodidae,Tetraleurodes,bicolor
Hemiptera,Aleyrodidae,Tetraleurodes,dorsirugosa
Hemiptera,Aleyrodidae,Tetraleurodes,neemani
Hemiptera,Aleyrodidae,Tetraleurodes,pseudacaciae
Hemiptera,Aleyrodidae,Tetraleurodes,quadratus
Hemiptera,Aleyrodidae,Tetraleurodes,NA
Hemiptera,Aleyrodidae,Tetraleurodes,stirlingiae
Hemiptera,Aleyrodidae,Tetralicia,NA
Hymenoptera,Eurytomidae,Tetramesa,NA
Hymenoptera,Formicidae,Tetramorium,NA
Hemiptera,Aphididae,Tetraneura,NA
Coleoptera,Cerambycidae,Tetropium,castaneum
Coleoptera,Cerambycidae,Tetropium,fuscum
Coleoptera,Cerambycidae,Tetropium,NA
Hemiptera,Tettigometridae,Tettigometra,impressopunctata
Hemiptera,Tettigometridae,NA,NA
Hemiptera,Scutelleridae,Tetyra,pinguis
Hemiptera,Scutelleridae,Tetyra,NA
Hemiptera,Cicadellidae,Texananus,NA
Lepidoptera,Erebidae,Thagona,NA
Coleoptera,Curculionidae,Thaliabaris,NA
Hemiptera,Coreidae,Thasus,NA
Hemiptera,Thaumastocoridae,NA,NA
Hemiptera,Thaumastocoridae,Thaumastocoris,australicus
Hemiptera,Thaumastocoridae,Thaumastocoris,perigrinus
Hemiptera,Thaumastocoridae,Thaumastocoris,NA
Hemiptera,Rhyparochromidae,Thaumastopus,marginicollis
Lepidoptera,Tortricidae,Thaumatotibia,batrachopa
Lepidoptera,Tortricidae,Thaumatotibia,leucotreta
Lepidoptera,Tortricidae,Thaumatotibia,NA
Lepidoptera,Notodontidae,Thaumetopoea,processionea
Coleoptera,Curculionidae,Thegilis,baridioides
Lepidoptera,Sphingidae,Theretra,alecto
Lepidoptera,Sphingidae,Theretra,nessus
Hemiptera,Aphididae,Therioaphis,NA
Hemiptera,Pentatomidae,Tholagmus,flavolineatus
Coleoptera,Cerambycidae,Thoracibidion,buquetii
Coleoptera,Cerambycidae,Thranius,NA
Coleoptera,Buprestidae,Thrincopyge,NA
Hemiptera,Pentatomidae,Thyanta,juvenca
Hemiptera,Pentatomidae,Thyanta,NA
Hemiptera,Pentatomidae,Thyanta,spectabilis
Hemiptera,Thyreocoridae,NA,NA
Hemiptera,Thyreocoridae,Thyreocoris,scarabaeoides
Lepidoptera,Thyrididae,NA,NA
Lepidoptera,Psychidae,Thyridopteryx,NA
Hemiptera,Halimococcidae,Thysanococcus,pandani
Hemiptera,Diaspididae,Thysanofiorinia,leei
Hemiptera,Diaspididae,Thysanofiorinia,NA
Lepidoptera,Noctuidae,Thysanoplusia,orichalcea
Hemiptera,Pentatomidae,Tibraca,limbativentris
Hemiptera,Pentatomidae,Tibraca,NA
Hemiptera,Tingidae,Tigava,pulchella
Hemiptera,Coccidae,Tillancoccus,NA
Hemiptera,Coccidae,Tillancoccus,tillandsiae
Lepidoptera,Tineidae,Tinea,NA
Hemiptera,Tingidae,NA,NA
Hemiptera,Miridae,Tinginotum,perlatum
Hemiptera,Tingidae,Tingis (tropidocheila),geniculata
Hemiptera,Tingidae,Tingis,NA
Hemiptera,Aphididae,Tinocallis,NA
Diptera,Tipulidae,Tipula,oleracea
Diptera,Tipulidae,Tipula,paludosa
Diptera,Tipulidae,Tipula,NA
Diptera,Tipulidae,NA,NA
Lepidoptera,Tischeriidae,Tischeria,NA
Lepidoptera,Tischeriidae,NA,NA
Hemiptera,Cicadellidae,Titiella,punctigera
Hemiptera,Cicadellidae,Titiella,NA
Lepidoptera,Noctuidae,Tmetolophota,propria
Lepidoptera,Lasiocampidae,Tolype,NA
Coleoptera,Scarabaeidae,Tomarus,bituberculatus
Coleoptera,Scarabaeidae,Tomarus,laevicollis
Coleoptera,Scarabaeidae,Tomarus,nasutus
Coleoptera,Scarabaeidae,Tomarus,NA
Coleoptera,Scarabaeidae,Tomarus,villosus
Hemiptera,Cercopidae,Tomaspis,NA
Coleoptera,Curculionidae,Tomicus,destruens
Coleoptera,Curculionidae,Tomicus,piniperda
Coleoptera,Curculionidae,Tomicus,NA
Hemiptera,Cydnidae,Tominotus,hogenhoferi
Hemiptera,Cydnidae,Tominotus,laeviculus
Hemiptera,Cydnidae,Tominotus,NA
Coleoptera,Curculionidae,Tomolips,asperatus
Coleoptera,Curculionidae,Tomolips,NA
Coleoptera,Curculionidae,Tonesia,NA
Hemiptera,Cicadellidae,Tortigonalia,adunca
Hemiptera,Cicadellidae,Tortigonalia,hamata
Hemiptera,Cicadellidae,Tortigonalia,NA
Lepidoptera,Tortricidae,Tortrix,viridana
Lepidoptera,Choreutidae,Tortyra,NA
Hemiptera,Lygaeidae,Torvochrimnus,poeyi
Hemiptera,Lygaeidae,Torvochrimnus,NA
Hymenoptera,Torymidae,NA,NA
Hymenoptera,Torymidae,Torymus,druparum
Hymenoptera,Torymidae,Torymus,NA
Lepidoptera,Pyralidae,Tosale,NA
Hemiptera,Aphididae,Toxoptera,citricida
Hemiptera,Aphididae,Toxoptera,NA
Diptera,Tephritidae,Toxotrypana,curvicauda
Hemiptera,Delphacidae,Toya,NA
Coleoptera,Brentidae,Trachelizus,NA
Coleoptera,Cerambycidae,Trachyderes,NA
Coleoptera,Cerambycidae,Trachyderes,succinctus
Lepidoptera,Pyralidae,Trachylepidia,fructicassiella
Lepidoptera,Pyralidae,Trachylepidia,NA
Coleoptera,Chrysomelidae,Trachymela,NA
Coleoptera,Buprestidae,Trachys,NA
Hemiptera,Rhyparochromidae,Trapezonotus,NA
Hymenoptera,Siricidae,Tremex,fuscicornis
Hymenoptera,Siricidae,Tremex,fusicornis
Hymenoptera,Siricidae,Tremex,NA
Coleoptera,Chrysomelidae,Triachus,NA
Hemiptera,Aleyrodidae,Trialeurodes,lauri
Hemiptera,Aleyrodidae,Trialeurodes,ricini
Hemiptera,Aleyrodidae,Trialeurodes,NA
Hemiptera,Aleyrodidae,Trialeurodes,vitrinellus
Hemiptera,Membracidae,Tricentrus,NA
Hemiptera,Membracidae,Trichaetipyga,infantilis
Coleoptera,Chrysomelidae,Trichaltica,NA
Coleoptera,Apionidae,Trichapion,aurichalceum
Coleoptera,Apionidae,Trichapion,colon
Coleoptera,Apionidae,Trichapion,pauper
Coleoptera,Apionidae,Trichapion,NA
Coleoptera,Curculionidae,Trichobaris,NA
Coleoptera,Cerambycidae,Trichoferus,campestris
Coleoptera,Cerambycidae,Trichoferus,NA
Coleoptera,Cerambycidae,Trichophoroides,NA
Lepidoptera,Noctuidae,Trichoplusia,intermixta
Lepidoptera,Noctuidae,Trichoplusia,orichalcea
Lepidoptera,Noctuidae,Trichoplusia,NA
Lepidoptera,Noctuidae,Trichoplusia,spoliata
Lepidoptera,Gelechiidae,Trichotaphe,NA
Hymenoptera,Apidae,Trigona,NA
Coleoptera,Anthribidae,Trigonorhinus,NA
Hemiptera,Miridae,Trigonotylus,NA
Hemiptera,Coccidae,Trijuba,oculata
Hemiptera,Pseudococcidae,Trionymus,bambusae
Hemiptera,Pseudococcidae,Trionymus,multivorus
Hemiptera,Pseudococcidae,Trionymus,NA
Hemiptera,Triozidae,Trioza,anceps
Hemiptera,Triozidae,Trioza,brevigenae
Hemiptera,Triozidae,Trioza,entryeae
Hemiptera,Triozidae,Trioza,NA
Hemiptera,Triozidae,Trioza,vitreoradiata
Hemiptera,Triozidae,NA,NA
Coleoptera,Chrysomelidae,Trirhabda,NA
Hemiptera,Cydnidae,Tritomegas,sexmaculatus
Coleoptera,Dermestidae,Trogoderma,granarium
Coleoptera,Dermestidae,Trogoderma,NA
Coleoptera,Bostrichidae,Trogoxylon,auriculatum
Coleoptera,Bostrichidae,Trogoxylon,praeustum
Coleoptera,Bostrichidae,Trogoxylon,spinifrons
Hemiptera,Cicadellidae,Tropicanus,NA
Coleoptera,Anthribidae,Tropideres,NA
Hemiptera,Miridae,Tropidosteptes,chapingoensis
Hemiptera,Miridae,Tropidosteptes,NA
Hemiptera,Lygaeidae,Tropidothorax,cruciger
Hemiptera,Tropiduchidae,NA,NA
Coleoptera,Scarabaeidae,Tropinota,hirta
Coleoptera,Scarabaeidae,Tropinota,NA
Coleoptera,Scarabaeidae,Tropinota,squalida
Diptera,Tephritidae,Trupanea,NA
Coleoptera,Curculionidae,Tryphetus,incarnatus
Coleoptera,Curculionidae,Tryphetus,NA
Coleoptera,Curculionidae,Trypodendron,signatum
Coleoptera,Curculionidae,Trypodendron,NA
Coleoptera,Scarabaeidae,Trypoxylus,dichotomus
Hemiptera,Aphididae,Tuberculatus,NA
Coleoptera,Chrysomelidae,Tuberculobruchus,NA
Coleoptera,Cerambycidae,Tulcus,NA
Hemiptera,Miridae,Tupiocoris,NA
Hemiptera,Miridae,Tuponia,NA
Coleoptera,Cerambycidae,Turanium,scabrum
Lepidoptera,Gelechiidae,Tuta,absoluta
Coleoptera,Curculionidae,Tychius,NA
Coleoptera,Curculionidae,Tyloderma,affine
Coleoptera,Curculionidae,Tyloderma,pilosellum
Coleoptera,Curculionidae,Tyloderma,setaria
Coleoptera,Curculionidae,Tyloderma,NA
Hemiptera,Cicadellidae,Tylozygus,NA
Coleoptera,Chrysomelidae,Tymnes,NA
Hemiptera,Cicadellidae,Typhlocyba,NA
Hemiptera,Cicadellidae,Typhlocybella,NA
Coleoptera,Chrysomelidae,Typophorus,nigritus
Coleoptera,Chrysomelidae,Typophorus,NA
Lepidoptera,Crambidae,Udea,ferrugalis
Lepidoptera,Crambidae,Udea,NA
Hemiptera,Coccidae,Udinia,catori
Hemiptera,Coccidae,Udinia,drtirts
Hemiptera,Coccidae,Udinia,farquharsoni
Hemiptera,Coccidae,Udinia,scitula
Hemiptera,Coccidae,Udinia,NA
Coleoptera,Tenebrionidae,Ulus,NA
Hemiptera,Membracidae,Umbonia,reclinata
Hemiptera,Membracidae,Umbonia,NA
Hemiptera,Membracidae,Umbonia,spinosa
Hemiptera,Diaspididae,Unaspis,atricolor
Hemiptera,Diaspididae,Unaspis,NA
Hemiptera,Diaspididae,Unaspis,yanonensis
Lepidoptera,Hesperiidae,Urbanus,NA
Hemiptera,Tingidae,Urentius,euonymus
Hemiptera,Tingidae,Urentius,NA
Coleoptera,Cerambycidae,Urgleptes,NA
Hymenoptera,Siricidae,Urocerus,gigas
Hymenoptera,Siricidae,Urocerus,NA
Hemiptera,Aphididae,Uroleucon,cichorii
Hemiptera,Aphididae,Uroleucon,formosanus
Hemiptera,Aphididae,Uroleucon,NA
Diptera,Tephritidae,Urophora,NA
Lepidoptera,Erebidae,Utetheisa,NA
Hemiptera,Pachygronthidae,Uttaris,pallidipennis
Hemiptera,Rhyparochromidae,Valtissius,NA
Hemiptera,Membracidae,Vanduzea,NA
Hemiptera,Coreidae,Vazquezitocoris,andinus
Hemiptera,Coreidae,Vazquezitocoris,NA
Hemiptera,Diaspididae,Velataspis,NA
Hymenoptera,Vespidae,Vespa,orientalis
Hymenoptera,Vespidae,Vespa,NA
Hymenoptera,Vespidae,Vespa,tropica
Coleoptera,Elateridae,Vesperelater,NA
Hymenoptera,Vespidae,NA,NA
Hymenoptera,Vespidae,Vespula,akrei
Hymenoptera,Vespidae,Vespula,inexpectata
Hymenoptera,Vespidae,Vespula,NA
Hymenoptera,Vespidae,Vespula,vulgaris
Hemiptera,Aphididae,Vesticulaphis,NA
Hemiptera,Membracidae,Vestistilus,NA
Hemiptera,Membracidae,Vestistilus,vacca
Lepidoptera,Noctuidae,Vietteania,torrentium
Hemiptera,Coreidae,Vilga,NA
Hemiptera,Pentatomidae,Vilpianus,galii
Lepidoptera,Lycaenidae,Virachola,livia
Lepidoptera,Erebidae,Virbia,rosenbergi
Hemiptera,Pseudococcidae,Vryburgia,bechuanae
Hemiptera,Pseudococcidae,Vryburgia,distincta
Hemiptera,Pseudococcidae,Vryburgia,rimariae
Hemiptera,Pseudococcidae,Vryburgia,NA
Hemiptera,Pseudococcidae,Vryburgia,succulentarum
Hemiptera,Pseudococcidae,Vryburgia,transvaalensis
Hemiptera,Pseudococcidae,Vryburgia,viator
Hemiptera,Pentatomidae,Vulsirea,nigrorubra
Hemiptera,Pentatomidae,Vulsirea,NA
Coleoptera,Chrysomelidae,Walterianella,biarcuata
Coleoptera,Chrysomelidae,Walterianella,NA
Coleoptera,Tenebrionidae,Wattius,cucullatus
Hemiptera,Coccidae,Waxiella,NA
Hemiptera,Rhyparochromidae,Xanthochilus,quadratus
Hemiptera,Aleyrodidae,Xenaleyrodes,NA
Coleoptera,Chrysomelidae,Xenochalepus,NA
Hemiptera,Rhopalidae,Xenogenus,NA
Coleoptera,Curculionidae,Xenomimetes,NA
Coleoptera,Chrysomelidae,Xenoomorphus,africanus
Coleoptera,Chrysomelidae,Xenoomorphus,NA
Lepidoptera,Geometridae,Xerolenta,obvia
Lepidoptera,Geometridae,Xerolenta,NA
Hemiptera,Cicadellidae,Xerophloea,NA
Lepidoptera,Noctuidae,Xestia,NA
Hemiptera,Cicadellidae,Xestocephalus,NA
Hemiptera,Rhyparochromidae,Xestocoris,NA
Hemiptera,Cicadellidae,Xiqilliba,NA
Hymenoptera,Xyelidae,NA,NA
Coleoptera,Curculionidae,Xyleborinus,NA
Coleoptera,Curculionidae,Xyleborus,apicalis
Coleoptera,Curculionidae,Xyleborus,compressus
Coleoptera,Curculionidae,Xyleborus,eurygraphus
Coleoptera,Curculionidae,Xyleborus,fornicatus
Coleoptera,Curculionidae,Xyleborus,glabratus
